reviewId,content,score,sentimen,content_clean,prediksi,prob_positif,prob_negatif,prob_netral,at
a14a8908-eac3-43bd-9c39-7796d11a7481,Terus tingkatkan untuk kepuasan pelanggan,5,Positif,tingkat puas langgan,Positif,0.9670425953739432,0.02806439995544821,0.004893004670609341,2026-04-16 10:26:21
13f7c55c-fe3d-4482-8bea-6846478f976a,"saya senang pakai aplikasi Shopee memudahkan dalam membeli sesuatu barang.. tapi di aplikasi versi terbaru suara video di misi nonton masih terdengar walaupun buka menu lain dan tidak lagi buka video tersebut.. suaranya kedengaran di latar belakang.. saya ga tau ini karena apa, bug aplikasi atau ada masalah di hp",5,Positif,senang pakai mudah beli barang versi baru suara video misi nonton dengar buka menu buka video suara dengar latar tau bug,Positif,0.6123758306371114,0.3630525707450085,0.024571598617879574,2026-04-16 10:26:06
68aa40f0-16e8-446e-b9a6-8d16e36a6faf,lumayan buat belanja nyari barang yang susah dijangkau dan susah dicari di toko terdekat dan harga nya lebih murah,5,Positif,lumayan belanja nyari barang susah jangkau susah cari toko dekat harga murah,Positif,0.9670440783539224,0.028668434016639942,0.0042874876294389875,2026-04-16 10:24:12
a6d520b6-59b2-486f-a42a-500b06d1e5f3,Alhamdulillah baik,5,Positif,alhamdulillah,Positif,0.9736843574323514,0.019909652668601622,0.00640598989904694,2026-04-16 10:24:01
c36fb9ae-12cf-4db3-bcc2-b4f2ccdb5d38,Sopi bagus,5,Positif,sopi bagus,Positif,0.8652688244745715,0.12644676247395767,0.0082844130514708,2026-04-16 10:19:32
072fa735-9a69-4238-a785-e4c6f7f91c7e,mengecewakan,1,Negatif,kecewa,Positif,0.5944433601779422,0.39292567455746663,0.01263096526459103,2026-04-16 10:17:56
0bef19d3-5cae-4246-be89-bd3cba7855a2,jos,5,Positif,jos,Positif,0.9743030637172777,0.01628653883306906,0.009410397449653078,2026-04-16 10:17:07
d2b6fb22-2970-415e-8531-af33b8c2aae8,banyak toko nilai bintang 3 tidak ditutup oleh shoppee.. kenapa? tolong di cek n ricek dna TEGAS melakukan AUDIT untuk kepuasan pelanggan. tks,4,Positif,toko nilai bintang tutup shoppee tolong cek ricek dna audit puas langgan tks,Positif,0.8227876471802591,0.14170110408457778,0.03551124873516401,2026-04-16 10:17:05
ff06094a-6cfe-4486-bc37-dd3d1d4ac511,ok,5,Positif,ok,Positif,0.9920909422815049,0.006163205409394749,0.0017458523091000392,2026-04-16 10:16:23
6fc926fc-53a9-420f-b838-8343f2677cea,"mantap, terpercaya...",5,Positif,mantap percaya,Positif,0.9801846755521545,0.015840741170229024,0.0039745832776157475,2026-04-16 10:14:23
dd508326-fe74-4fce-9cca-906ddeccc8e0,"saya gaksuka dengan pihak Shopi karena saya belanja di Shopi barang di retur ke penjual uang ya tidak di kembalikan ke saya bagi saya lumayan bayak 159000 kecewa berat untuk berhati""",1,Negatif,gaksuka shopi belanja shopi barang retur jual uang ya kembali lumayan bayak kecewa berat hati,Positif,0.5528596681704552,0.4297438923408365,0.01739643948870697,2026-04-16 10:14:01
8cb89f41-155c-4804-8add-e6af4c4030a0,aplikasi yg sangat membantu dalam belanja online,5,Positif,bantu belanja online,Positif,0.9984481679816106,0.0013463982142826025,0.0002054338041062375,2026-04-16 10:13:34
b300eb95-b64f-471a-a655-068c685f8a3d,Shopee The Best Polllllllllllll❤️,5,Positif,the best polllllllllllll,Positif,0.9978561208054415,0.0016420285043168854,0.00050185069024136,2026-04-16 10:11:55
b7aa0dcc-99cb-4ada-ab32-79a1a145a1c8,sangat baguss dan berguna untuk pembelian apapun itu,5,Positif,baguss guna beli apa,Positif,0.9675867606218497,0.029585656898577457,0.0028275824795736954,2026-04-16 10:11:03
fa4ae592-c2a8-4e13-934e-44b8ff995993,respon cepat kalau ada komplain,5,Positif,respon cepat komplain,Positif,0.8731515206095486,0.11775782525642994,0.009090654134021308,2026-04-16 10:10:41
b3d1a770-e242-4204-a7cf-c27e3a92283e,sangat memuaskan dan membantu,5,Positif,muas bantu,Positif,0.9951945832120177,0.004109021803022441,0.000696394984960181,2026-04-16 10:09:45
a1d9622f-eb64-481a-a470-852a9eaf9915,BENCI BANGET AMA IKLANNYA 😡😡,2,Negatif,benci ama iklan,Negatif,0.17752209043686704,0.790048146838928,0.032429762724205016,2026-04-16 10:06:33
5db305db-e742-4562-92df-ec7434d3138f,Belanja murah belanja mudah.. Respons cpt 👍🏻👍🏻👍🏻,5,Positif,belanja murah belanja mudah respons cpt,Positif,0.9957264364333227,0.0034533456838827165,0.000820217882794719,2026-04-16 10:05:40
cfd4452c-fcb6-4b34-a7ab-60ea16948343,bagusi terimakasih,5,Positif,bagus terimakasih,Positif,0.993921995358058,0.004755429486479437,0.0013225751554628545,2026-04-16 10:01:26
8832a0eb-6120-498d-8222-b787c939c9aa,ok bangeeeet,5,Positif,ok bangeeeet,Positif,0.9920909422815049,0.006163205409394749,0.0017458523091000392,2026-04-16 09:59:58
0bdb9128-af0f-407a-a02d-171f496f3a8f,kalo gak ada aplikasi ini gabakalan bila messen barang random,1,Negatif,gabakalan messen barang random,Positif,0.7018074148810609,0.2594916789243667,0.03870090619457212,2026-04-16 09:58:39
8e377973-6d38-473d-836e-9c707d970817,uq,4,Positif,uq,Positif,0.7209242618741977,0.24094993581514756,0.03812580231065468,2026-04-16 09:58:33
1a3090e1-0a01-41be-99ca-d336bc2f9d17,Praktis jika ingin membeli sesuatu.,5,Positif,praktis beli,Positif,0.9483733230930378,0.04477120585970463,0.0068554710472568045,2026-04-16 09:58:24
2ec2b229-f553-4a13-a903-52f0fed00afd,"Cukup nyaman sejauh ini,dengan aneka produk yang sangat variatif,dan bersaing.Hanya saja untuk produk tertentu yang seharusnya ada disini,ternyata adanya di OLShop lain.Makanya 1bintang saya simpan.",5,Positif,nyaman inidengan aneka produk variatifdan bersainghanya produk disiniternyata olshop lainmakanya bintang simpan,Positif,0.939087468799555,0.05297325991996567,0.00793927128047993,2026-04-16 09:57:45
b6204ac8-b169-4da2-9aef-6025d24f07bb,pknya d jmn puas blnja d shoope.,5,Positif,pknya jmn puas blnja shoope,Positif,0.9792461133167744,0.01708638158045752,0.0036675051027680976,2026-04-16 09:52:20
